img,sky,building,vegetation
10425,0.208,0.279,0.166
10426,0.327,0.314,0.043
10427,0.337,0.297,0.007
10428,0.321,0.307,0.022
10429,0.47,0.155,0.01
10430,0.361,0.262,0.024
10431,0.00525,0.331,0.223
10432,0.392,0.232,0.011
10433,0.396,0.167,0.066
10434,0.481,0.084,0.042
10435,0.003,0.614,0.02
10436,0.354,0.33,0.046
10437,0.463,0.031,0.116
10438,0.19,0.399,0.058
10439,0.372,0.302,0.046
10440,0.499,0.019,0.119
10441,0.39,0.138,0.136
10442,0.265,0.389,0.002
10443,0.236,0,0.411
10444,0.388,0.233,0.053
10445,0,0.844,0.002
10446,0.08,0.244,0.336
10447,0.079,0.063,0.466
10448,0.039,0.002,0.672
10449,0.001,0.587,0.038
10450,0.0385,0.418,0.133
10451,0.532,0.041,0.055
10452,0.284,0.301,0.047
10453,0.049,0.534,0.096
10454,0.03575,0.0045,0.5525
10455,0.143,0.572,0
10456,0.331,0.18,0.137
10457,0.26,0.344,0.062
10458,0.455,0.009,0.207
10459,0.573,0.008,0.074
10460,0.581,0.031,0.026
10461,0.37,0.278,0.017
10462,0.382,0.001,0.277
10463,0.09225,0.2125,0.08975
10464,0.217,0.00175,0.281
10465,0.36,0.205,0.079
10466,0.605,0.015,0.019
10467,0.246,0.032,0.369
10468,0.49,0.003,0.153
10469,0,0.881,0
10470,0.141,0.008,0.564
10471,0.313,0.326,0.016
10472,0.001,0.655,0
10473,0.236,0.405,0.008
10474,0.188,0.004,0.507
10475,0.149,0.577,0.002
10476,0.159,0.124,0.414
10477,0.342,0.136,0.138
10478,0.328,0.157,0.163
10479,0.358,0.191,0.084
10480,0.5585,0.0955,0.1745
10481,0,0.625,0
10482,0.419,0.029,0.224
10483,0.5,0.053,0.007
10484,0.11725,0.43025,0.01125
10485,0,0.502,0.001
10486,0.329,0.257,0.05
10487,0.195,0.446,0.014
10488,0.305,0.188,0.143
10489,0.264,0.259,0.14
10490,0.322,0.374,0.018
10491,0.026,0.02275,0.803
10492,0.355,0.056,0.297
10493,0.336,0.298,0
10494,0.218,0.399,0.076
10495,0.429,0.099,0.12
10496,0.427,0.02,0.15
10497,0.132,0.568,0.092
10498,0,0.367,0.012
10499,0.268,0.371,0
10500,0,0.606,0
10501,0.36,0.044,0.291
10502,0.271,0.333,0.084
10503,0.206,0.18,0.323
10504,0.364,0.121,0.238
10505,0.001,0.594,0.037
10506,0.08,0.119,0.452
10507,0.059,0.068,0.502
10508,0.437,0.027,0.169
10509,0.05,0.578,0.025
10510,0.188,0.141,0.301
10511,0.385,0.038,0.277
10512,0.354,0.059,0.164
10513,0,0.829,0
10514,0.376,0.244,0.001
10515,0.52,0,0.081
10516,0.384,0,0.264
10517,0.38,0.003,0.253
10518,0.536,0.002,0.106
10519,0.229,0.01,0.389
10520,0.277,0.17,0.173
10521,0.467,0.057,0.095
10522,0.085,0.609,0
10523,0.219,0.073,0.243
10524,0.221,0.108,0.323
10525,0,0.686,0
10526,0.311,0.352,0.045
10527,0.372,0.278,0
10528,0.286,0.231,0.156
10529,0.516,0.073,0.079
10530,0.168,0.446,0.058
10531,0.115,0.039,0.51
10532,0.433,0.036,0.156
10533,0.433,0.002,0.236
10534,0.009,0,0.839
10535,0.465,0.141,0.003
10536,0.176,0.449,0.05
10537,0.337,0.262,0.053
10538,0.318,0.252,0.052
10539,0.468,0.15,0.002
10540,0.513,0.107,0.003
10541,0.195,0.331,0.129
10542,0.432,0,0.279
10543,0.221,0.392,0.017
10544,0.297,0.444,0.001
10545,0.047,0.587,0
10546,0.362,0.207,0.112
10547,0.499,0.022,0.098
10548,0.358,0.051,0.24
10549,0.082,0,0.591
10550,0.416,0.005,0.147
10551,0.355,0.379,0.009
10552,0.284,0.094,0.327
10553,0.423,0.111,0.137
10554,0.069,0.08,0.552
10555,0.26,0.337,0.029
10556,0.269,0.278,0.147
10557,0.407,0.175,0.055
10558,0.432,0.15,0.037
10559,0.399,0.189,0.069
10560,0.252,0.352,0.105
10561,0.269,0.329,0.013
10562,0.296,0.231,0.057
10563,0.579,0.01,0.087
10564,0.338,0.354,0.034
10565,0.165,0.411,0.115
10566,0.487,0.069,0.125
10567,0.324,0.249,0.022
10568,0.374,0.035,0.203
10569,0.084,0.45,0.179
10570,0.468,0.162,0
10571,0.165,0.352,0.124
10572,0.477,0.088,0.067
10573,0.363,0.049,0.232
10574,0.382,0.121,0.097
10575,0.435,0.048,0.15
10576,0.354,0.185,0.139
10577,0.253,0.407,0
10578,0.291,0.39,0.004
10579,0.223,0.289,0.136
10580,0.488,0.063,0.15
10581,0.22,0.001,0.476
10582,0.355,0.229,0.066
10583,0.249,0.123,0.272
10584,0.529,0.109,0.011
10585,0.236,0.423,0
10586,0.352,0.081,0.189
10587,0,0.613,0.026
10588,0.172,0.479,0.008
10589,0.148,0.313,0.255
10590,0.443,0.075,0.177
10591,0.457,0.129,0.051
10592,0.434,0.114,0.08
10593,0.053,0.393,0.302
10594,0.366,0.17,0.073
10595,0.123,0.318,0.117
10596,0.448,0.101,0.082
10597,0.328,0.23,0.094
10598,0.376,0.181,0.109
10599,0.09975,0.4065,0.0785
10600,0.1,0.374,0.079
10601,0.456,0.093,0.083
10602,0,0.254,0
10603,0.38,0.217,0.027
10604,0.376,0.273,0.032
10605,0.274,0.331,0.088
10606,0.317,0.221,0.099
10607,0.18,0.438,0.07
10608,0.38,0.139,0.117
10609,0.231,0.287,0.234
10610,0.263,0.118,0.243
10611,0.231,0.275,0.17
10612,0.298,0.011,0.46
10613,0.542,0.086,0.029
10614,0.047,0.577,0.032
10615,0.317,0.032,0.334
10616,0.455,0.108,0.105
10617,0.501,0.043,0.107
10618,0.441,0,0.219
10619,0.265,0.165,0.27
10620,0.201,0.466,0.013
10621,0.132,0.101,0.366
10622,0.103,0.094,0.388
10623,0.395,0.127,0.133
10624,0.416,0.195,0.051
10625,0.103,0.001,0.574
10626,0.505,0.077,0.032
10627,0.565,0.052,0.004
10628,0.483,0.119,0.056
10629,0.365,0.26,0.017
10630,0.168,0.026,0.461
10631,0.181,0.371,0.037
10632,0,0.3,0
10633,0.524,0.054,0.082
10634,0.025,0.015,0.721
10635,0.415,0.128,0.06
10636,0.402,0.111,0.136
10637,0.176,0.038,0.45
10638,0.39,0.078,0.172
10639,0.318,0.021,0.295
10640,0.412,0,0.268
10641,0.2255,0.21925,0.366
10642,0.273,0.307,0.111
10643,0.191,0.44,0.041
10644,0.127,0.001,0.562
10645,0.519,0.034,0.114
10646,0.361,0.235,0.058
10647,0.368,0.214,0.026
10648,0.343,0.163,0.114
10649,0.002,0.161,0.134
10650,0.422,0.255,0.035
10651,0.46,0.015,0.187
10652,0.414,0.098,0.149
10653,0.235,0.093,0.329
10654,0.382,0.006,0.382
10655,0.09425,0.235,0.121
10656,0.272,0.076,0.302
10657,0.422,0.017,0.169
10658,0.34,0.234,0.067
10659,0.217,0,0.591
10660,0.246,0.433,0
10661,0.537,0.037,0.089
10662,0.447,0.018,0.185
10663,0.365,0.189,0.029
10664,0.37,0.128,0.115
10665,0.327,0.05,0.283
10666,0.003,0.613,0.057
10667,0.21125,0.109,0.13125
10668,0.07625,0.02325,0.3325
10669,0.069,0.042,0.554
10670,0,0.688,0
10671,0.276,0.255,0.13
10672,0.356,0.275,0.04
10673,0.271,0.352,0.055
10674,0.338,0.298,0.023
10675,0.063,0.623,0
10676,0.161,0.132,0.36
10677,0.316,0.217,0.138
10678,0.35,0.006,0.315
10679,0.463,0.037,0.135
10680,0.129,0.047,0.451
10681,0.396,0.037,0.233
10682,0.206,0.006,0.515
10683,0.379,0.116,0.12
10684,0.275,0.05,0.351
10685,0.428,0.055,0.133
10686,0.597,0,0.06
10687,0.157,0.511,0
10688,0.292,0.208,0.116
10689,0.337,0.111,0.194
10690,0.082,0.506,0.117
10691,0.541,0.031,0.024
10692,0.183,0.07,0.363
10693,0.1335,0.185,0.19
10694,0.284,0.379,0.001
10695,0.277,0.062,0.321
10696,0.495,0.075,0.031
10697,0.294,0.327,0.014
10698,0.264,0.126,0.291
10699,0.335,0.121,0.175
10700,0.334,0.286,0.02
10701,0.191,0.408,0.043
10702,0.089,0.003,0.627
10703,0.367,0.291,0.037
10704,0.033,0.653,0.009
10705,0.306,0.31,0.041
10706,0.116,0.203,0.359
10707,0.487,0.079,0.082
10708,0.317,0.305,0.009
10709,0.294,0.003,0.363
10710,0.553,0.006,0.055
10711,0.476,0.073,0.1
10712,0.083,0.003,0.663
10713,0.185,0.314,0.16
10714,0.1905,0.463,0.02875
10715,0,0.361,0
10716,0.089,0.03,0.54
10717,0.247,0.039,0.369
10718,0.323,0.349,0.002
10719,0.34,0.305,0.01
10720,0,0,0.7
10721,0.285,0.329,0.079
10722,0.361,0.247,0.06
10723,0.048,0.529,0.073
10724,0.477,0.13,0.051
10725,0.454,0.095,0.066
10726,0.28,0.243,0.13
10727,0.267,0.429,0.001
10728,0.03725,0,0.32925
10729,0.241,0.001,0.481
10730,0.056,0,0.785
10731,0.204,0.051,0.48
10732,0.249,0.311,0.075
10733,0.358,0.278,0.037
10734,0.322,0.23,0.085
10735,0.002,0.614,0.034
10736,0.021,0.023,0.571
10737,0.394,0.009,0.226
10738,0.313,0,0.332
10739,0.538,0.027,0.061
10740,0.249,0.309,0.021
10741,0.047,0.003,0.573
10742,0.373,0.004,0.287
10743,0.203,0.097,0.355
10744,0,0.667,0
10745,0.376,0.123,0.106
10746,0.271,0.366,0.011
10747,0.37,0.009,0.227
10748,0.414,0.036,0.292
10749,0.25,0.316,0.072
10750,0.329,0.294,0.068
10751,0.443,0.167,0.06
10752,0,0.45875,0
10753,0.284,0.251,0.12
10754,0.292,0.23,0.141
10755,0.48,0.062,0.088
10756,0.374,0.156,0.125
10757,0.396,0.097,0.139
10758,0.347,0.033,0.239
10759,0.45,0.06,0.136
10760,0.382,0.016,0.336
10761,0.249,0.278,0.149
10762,0.442,0.109,0.064
10763,0.229,0.007,0.418
10764,0.454,0.034,0.186
10765,0.414,0.051,0.138
10766,0.542,0.045,0.093
10767,0.511,0.123,0.017
10768,0.583,0.023,0.038
10769,0.393,0.121,0.161
10770,0.24,0.034,0.365
10771,0.448,0.075,0.127
10772,0.116,0.605,0.002
10773,0.3,0.118,0.221
10774,0.433,0.16,0.033
10775,0.196,0.078,0.361
10776,0.174,0.42,0.082
10777,0.05,0.6,0.008
10778,0.256,0.277,0.141
10779,0.383,0.125,0.196
10780,0.222,0.41,0.017
10781,0.027,0.2445,0.3615
10782,0.4,0.181,0.1
10783,0.369,0,0.456
10784,0,0.484,0.004
10785,0.448,0.03,0.231
10786,0.415,0.008,0.206
10787,0.505,0.003,0.129
10788,0.415,0.058,0.193
10789,0.363,0.294,0.011
10790,0.266,0.067,0.303
10791,0.288,0.036,0.308
10792,0.26625,0.11475,0.019
10793,0,0.391,0
10794,0.23,0.395,0.132
10795,0.165,0.376,0.041
10796,0.535,0.071,0.023
10797,0.295,0.198,0.134
10798,0.263,0.401,0.002
10799,0.581,0.008,0.086
10800,0.1515,0.0595,0.298
10801,0.431,0.156,0.093
10802,0.28,0.308,0.019
10803,0.339,0.022,0.281
10804,0.0245,0.40375,0.14275
10805,0,0.295,0
10806,0.207,0.007,0.598
10807,0.568,0.014,0.006
10808,0,0.334,0.002
10809,0.407,0.012,0.191
10810,0.427,0.108,0.089
10811,0.491,0.086,0.064
10812,0.224,0.157,0.281
10813,0.305,0.004,0.213
10814,0.232,0.264,0.189
10815,0.423,0.076,0.186
10816,0.535,0.066,0.051
10817,0.367,0.104,0.174
10818,0.341,0.123,0.075
10819,0.248,0.034,0.371
10820,0.443,0.106,0.023
10821,0.344,0.238,0.07
10822,0.201,0.457,0
10823,0.258,0.45,0.02
10824,0.436,0.154,0.052
10825,0.42,0.129,0.162
10826,0.448,0.098,0.092
10827,0.314,0.329,0.033
10828,0.215,0.454,0
10829,0.275,0.377,0.003
10830,0.009,0.002,0.769
10831,0,0.82125,0.02175
10832,0.465,0.046,0.127
10833,0.256,0.402,0.012
10834,0.43,0.198,0
10835,0.299,0.237,0.104
10836,0.247,0.133,0.213
10837,0.175,0.473,0
10838,0.482,0.002,0.14
10839,0.429,0.189,0.037
10840,0.333,0.164,0.214
10841,0.435,0.042,0.173
10842,0.395,0.005,0.222
10843,0.364,0.001,0.322
10844,0.509,0.001,0.14
10845,0.259,0.096,0.338
10846,0.505,0.015,0.117
10847,0.211,0.434,0.011
10848,0.233,0.378,0.057
10849,0,0.261,0.004
10850,0.299,0.052,0.33
10851,0.31,0.325,0.011
10852,0.252,0.012,0.412
10853,0.32,0.266,0.127
10854,0.492,0.024,0.19
10855,0.543,0.007,0.072
10856,0.348,0.043,0.284
10857,0.172,0.37,0.034
10858,0.474,0.144,0.02
10859,0.297,0.319,0.059
10860,0.336,0,0.33
10861,0.326,0.308,0.017
10862,0.4095,0.018,0.00075
10863,0.417,0.039,0.175
10864,0.324,0.272,0.035
10865,0.281,0.264,0.091
10866,0.23,0.209,0.235
10867,0.395,0.23,0.001
10868,0.514,0.068,0.037
10869,0.566,0.068,0.011
10870,0.467,0.005,0.168
10871,0.446,0.004,0.186
10872,0.09175,0.215,0.21
10873,0.387,0.159,0.112
10874,0.486,0.009,0.129
10875,0.213,0,0.565
10876,0.488,0.05,0.073
10877,0.527,0.091,0.016
10878,0.417,0,0.257
10879,0.0455,0.0375,0.312
10880,0.01025,0.13275,0.467
10881,0.371,0.119,0.139
10882,0.277,0.162,0.21
10883,0.05,0.402,0.213
10884,0.0875,0,0.6625
10885,0.474,0.015,0.21
10886,0.378,0.262,0.043
10887,0.084,0.574,0.015
10888,0,0.405,0.001
10889,0.258,0.431,0.006
10890,0.257,0.361,0.053
10891,0.186,0.49,0.002
10892,0.325,0.006,0.259
10893,0.353,0.001,0.387
10894,0.161,0.5,0.001
10895,0.438,0.187,0.035
10896,0.393,0.003,0.251
10897,0.475,0.098,0.107
10898,0.431,0.081,0.126
10899,0.364,0.212,0.05
10900,0.279,0.457,0.001
10901,0.175,0.514,0.002
10902,0.189,0.083,0.344
10903,0.435,0.094,0.099
10904,0.503,0.141,0.002
10905,0.393,0.183,0.056
10906,0.21,0.389,0.036
10907,0.497,0.034,0.106
10908,0.26,0.395,0
10909,0.27,0.041,0.316
10910,0.144,0.6,0.016
10911,0.442,0.11,0.073
10912,0.373,0.04,0.24
10913,0.227,0.427,0.008
10914,0.459,0.019,0.199
10915,0.479,0.049,0.054
10916,0.102,0.536,0.034
10917,0.284,0.031,0.275
10918,0.399,0.257,0.017
10919,0.426,0.02,0.14
10920,0.17,0.019,0.526
10921,0.002,0.674,0.026
10922,0.001,0.651,0.015
10923,0.286,0.14,0.213
10924,0.486,0.141,0.028
10925,0.175,0.267,0.217
10926,0.474,0.005,0.051
10927,0,0.679,0
10928,0.256,0.069,0.287
10929,0.334,0.263,0.02
10930,0.146,0.12775,0.27325
10931,0.28,0.262,0.116
10932,0.338,0.225,0.011
10933,0.052,0.161,0.424
10934,0.184,0.52,0.011
10935,0,0.409,0
10936,0.414,0.113,0.15
10937,0.264,0,0.436
10938,0.449,0.047,0.221
10939,0.092,0.225,0.375
10940,0.442,0.013,0.173
10941,0.383,0.061,0.205
10942,0.328,0.005,0.316
10943,0.382,0.148,0.1
10944,0.398,0.018,0.195
10945,0.428,0.065,0.145
10946,0.349,0.001,0.389
10947,0.419,0.159,0.081
10948,0.171,0.368,0.139
10949,0.407,0.169,0.058
10950,0.548,0.027,0.063
10951,0.357,0.222,0.069
10952,0.398,0.125,0.125
10953,0.343,0.091,0.212
10954,0.519,0.015,0.112
10955,0.162,0.316,0.07825
10956,0.23,0.375,0.008
10957,0.307,0.189,0.062
10958,0.265,0.065,0.393
10959,0.00575,0.00275,0.48325
10960,0.1795,0.08525,0.18825
10961,0.263,0.335,0.062
10962,0.467,0.142,0.008
10963,0.566,0.043,0.005
10964,0,0.279,0
10965,0.283,0.125,0.314
10966,0.448,0.002,0.191
10967,0.525,0.024,0.068
10968,0.391,0.003,0.257
10969,0.034,0.124,0.46
10970,0.163,0.501,0
10971,0.48,0.109,0.034
10972,0.368,0.177,0.075
10973,0.46,0.149,0.034
10974,0.386,0.207,0.05
10975,0.465,0.023,0.16
10976,0.307,0.026,0.368
10977,0.272,0.369,0.055
10978,0.52,0.036,0.063
10979,0.457,0.139,0.119
10980,0.353,0.126,0.153
10981,0.402,0.092,0.143
10982,0.276,0.14,0.208
10983,0.253,0.057,0.289
10984,0.251,0.077,0.284
10985,0.292,0.096,0.177
10986,0.179,0.454,0.024
10987,0.125,0.011,0.538
10988,0.322,0.127,0.187
10989,0.343,0.151,0.069
10990,0.406,0.191,0.006
10991,0.485,0.113,0.051
10992,0.013,0.626,0.122
10993,0.386,0.034,0.258
10994,0.295,0.39,0.005
10995,0.215,0.134,0.298
10996,0.473,0.126,0.115
10997,0.517,0.121,0.001
10998,0.357,0.266,0.034
10999,0.297,0.26,0.092
11000,0.283,0.026,0.31
11001,0.564,0.001,0.06
11002,0.201,0.311,0.134
11003,0.34,0.102,0.196
11004,0.348,0.028,0.163
11005,0.433,0.088,0.146
11006,0.181,0.001,0.61
11007,0.387,0.056,0.339
11008,0.264,0.109,0.353
11009,0.168,0.481,0.008
11010,0.24,0.133,0.266
11011,0.151,0.511,0.001
11012,0.459,0.012,0.169
11013,0.215,0.437,0.021
11014,0.265,0.328,0.057
11015,0.011,0,0.683
11016,0.279,0.192,0.148
11017,0.063,0.062,0.531
11018,0.478,0.059,0.086
11019,0.373,0,0.329
11020,0.04,0.00875,0.4995
11021,0.413,0.106,0.084
11022,0,0.292,0.002
11023,0.528,0.004,0.077
11024,0.487,0.015,0.154
11025,0.494,0.052,0.036
11026,0.227,0.011,0.392
11027,0.372,0.218,0.058
11028,0.236,0.381,0.005
11029,0.00125,0.00525,0.487
11030,0.302,0.014,0.339
11031,0.497,0.006,0.164
11032,0.417,0.144,0.068
11033,0.314,0.032,0.279
11034,0.264,0.15,0.282
11035,0.339,0.286,0.03
11036,0.004,0,0.679
11037,0.269,0.294,0.086
11038,0.1185,0.0685,0.24325
11039,0.443,0,0.197
11040,0.199,0.023,0.386
11041,0.405,0.041,0.178
11042,0.39,0.001,0.264
11043,0.043,0,0.824
11044,0,0.348,0
11045,0.075,0.539,0.048
11046,0.422,0.058,0.194
11047,0.259,0.463,0.002
11048,0.308,0.063,0.226
11049,0.433,0.086,0.121
11050,0.24,0.412,0.001
11051,0.423,0.15,0.035
11052,0.234,0.281,0.134
11053,0.427,0.175,0.037
11054,0.5,0.067,0.057
11055,0.532,0.062,0.001
11056,0.489,0.023,0.14
11057,0.51,0.083,0.075
11058,0.26,0.39,0.04
11059,0,0.159,0
11060,0.249,0.405,0.003
11061,0.493,0.074,0.092
11062,0.264,0.247,0.118
11063,0,0.879,0
11064,0.267,0.01,0.598
11065,0.145,0.27575,0.04475
11066,0.415,0.01,0.228
11067,0.353,0.144,0.15
11068,0.206,0.327,0.129
11069,0.303,0.222,0.033
11070,0.371,0.093,0.168
11071,0.165,0.095,0.405
11072,0.366,0.242,0.078
11073,0.171,0.391,0.137
11074,0.479,0.015,0.145
11075,0,0.386,0.009
11076,0.472,0.139,0.011
11077,0.343,0.265,0.038
11078,0.383,0.135,0.04
11079,0,0.367,0
11080,0.272,0.065,0.362
11081,0.243,0.093,0.31
11082,0.225,0.457,0.016
11083,0.378,0.202,0.07
11084,0.398,0.083,0.119
11085,0.306,0.275,0.051
11086,0.337,0.087,0.196
11087,0.097,0.0325,0.39775
11088,0.423,0.003,0.319
11089,0.035,0.006,0.5705
11090,0.595,0.009,0.041
11091,0.285,0.119,0.234
11092,0.335,0.274,0.03
11093,0.445,0.154,0.102
11094,0.436,0.158,0.037
11095,0.386,0.181,0.048
11096,0.27,0.254,0.147
11097,0.078,0.525,0.03
11098,0.06375,0.11175,0.31275
11099,0.292,0.373,0.048
11100,0.131,0.019,0.557
11101,0.254,0.488,0.003
11102,0.359,0.107,0.189
11103,0.257,0.154,0.307
11104,0.47925,0.06975,0.32575
11105,0.337,0.072,0.211
11106,0.427,0.054,0.1
11107,0.38,0.038,0.205
11108,0.333,0.151,0.164
11109,0.46,0.062,0.098
11110,0.328,0.025,0.285
11111,0.288,0.001,0.305
11112,0.059,0.357,0.132
11113,0.387,0.014,0.253
11114,0.418,0.063,0.168
11115,0.238,0.477,0.008
11116,0.368,0.265,0.003
11117,0.387,0.022,0.259
11118,0.491,0.131,0.006
11119,0.487,0.019,0.166
11120,0.418,0.168,0.053
11121,0.496,0.011,0.101
11122,0.456,0.101,0.076
11123,0.243,0.038,0.235
11124,0.334,0.017,0.309
11125,0.00275,0.00175,0.99375
11126,0.508,0.066,0.066
11127,0.2,0.101,0.359
11128,0.23,0.303,0.056
11129,0.351,0.221,0.1
11130,0.015,0.37,0.311
11131,0,0,0.506
11132,0.125,0.024,0.479
11133,0.237,0.122,0.261
11134,0.488,0.086,0.104
11135,0.458,0.134,0.05
11136,0.437,0.118,0.091
11137,0.2595,0.02275,0.196
11138,0.338,0.285,0.066
11139,0.546,0.02,0.075
11140,0.415,0.003,0.236
11141,0.294,0.126,0.246
11142,0.507,0.004,0.15
11143,0.35,0.11,0.111
11144,0.291,0.08,0.213
11145,0.329,0.3,0.014
11146,0.316,0.379,0.016
11147,0.469,0.006,0.247
11148,0.359,0.186,0.104
11149,0.416,0.206,0.035
11150,0.216,0.383,0.026
11151,0.353,0.064,0.271
11152,0.448,0.087,0.087
11153,0.329,0.266,0.068
11154,0.386,0.059,0.172
11155,0.311,0.388,0.001
11156,0.175,0.04,0.478
11157,0.318,0.313,0.059
11158,0.346,0.248,0.043
11159,0.232,0.406,0.016
11160,0.145,0.008,0.514
11161,0.474,0.061,0.1
11162,0.06675,0.21775,0.23025
11163,0.284,0.031,0.337
11164,0.26,0.397,0.003
11165,0.276,0.386,0
11166,0.405,0.066,0.174
11167,0.382,0.231,0.036
11168,0.068,0.0265,0.46975
11169,0.505,0.027,0.114
11170,0.492,0.117,0.044
11171,0.294,0.012,0.363
11172,0.444,0.062,0.152
11173,0.307,0.006,0.368
11174,0.299,0.26,0.045
11175,0.357,0.167,0.099
11176,0.19825,0.029,0.2675
11177,0.531,0.036,0.022
11178,0.0185,0.00075,0.71975
11179,0.521,0.026,0.049
11180,0.43,0.001,0.216
11181,0.401,0.158,0.064
11182,0.495,0.158,0.023
11183,0.078,0.111,0.487
11184,0.542,0.033,0.037
11185,0.019,0.604,0.015
11186,0,0.79,0
11187,0.14,0.021,0.13
11188,0.267,0.373,0.006
11189,0.432,0.027,0.194
11190,0.032,0.63,0.038
11191,0.25,0.289,0.12
11192,0.265,0.356,0.018
11193,0.34,0.16,0.14
11194,0.492,0.024,0.148
11195,0.516,0.09,0.017
11196,0.057,0.232,0.251
11197,0,0.506,0
11198,0.44,0.042,0.168
11199,0.488,0.113,0.021
11200,0.47,0.06,0.107
11201,0.063,0.475,0
11202,0.277,0.01,0.423
11203,0.318,0.277,0.063
11204,0.501,0.078,0.028
11205,0.55,0.001,0.07
11206,0.112,0,0.731
11207,0.147,0.571,0.003
11208,0.588,0.007,0.019
11209,0,0.43425,0.0485
11210,0.478,0.131,0.02
11211,0.337,0.162,0.134
11212,0.464,0.001,0.161
11213,0.12,0.437,0.052
11214,0.409,0.166,0.129
11215,0.388,0.174,0.063
11216,0.524,0.037,0.083
11217,0.0565,0.001,0.458
11218,0.393,0.005,0.235
11219,0.374,0.003,0.307
11220,0.572,0.011,0.045
11221,0.005,0.003,0.682
11222,0.329,0.329,0.01
11223,0.202,0.441,0.018
11224,0,0.1955,0.4495
11225,0.219,0.372,0.002
11226,0.43,0.035,0.221
11227,0.583,0.008,0.047
11228,0.435,0.019,0.179
11229,0.404,0.084,0.138
11230,0.447,0.012,0.184
11231,0.299,0.184,0.041
11232,0.513,0.026,0.089
11233,0.272,0.379,0
11234,0.314,0.175,0.141
11235,0.332,0.006,0.325
11236,0.363,0.026,0.252
11237,0.229,0.022,0.438
11238,0.418,0.115,0.104
11239,0.56,0.065,0.017
11240,0.005,0.487,0.009
11241,0.478,0.111,0.026
11242,0.519,0.04,0.049
11243,0.265,0.324,0.059
11244,0.28,0.067,0.364
11245,0.308,0.135,0.215
11246,0.351,0.077,0.228
11247,0.378,0.008,0.356
11248,0.21,0.022,0.381
11249,0.302,0.368,0.007
11250,0.161,0.488,0.009
11251,0.291,0.341,0.006
11252,0.557,0.002,0.096
11253,0.495,0.072,0.059
11254,0.201,0.013,0.476
11255,0.482,0.004,0.179
11256,0.547,0.048,0.028
11257,0.332,0.146,0.202
11258,0.09075,0.0025,0.805
11259,0,0.693,0
11260,0.392,0.003,0.247
11261,0.173,0.066,0.384
11262,0.453,0.107,0.046
11263,0.445,0.002,0.175
11264,0.588,0.024,0.017
11265,0.32,0.105,0.175
11266,0.575,0.012,0.014
11267,0.442,0.03,0.159
11268,0.259,0.477,0.024
11269,0.273,0.195,0.206
11270,0.555,0.01,0.071
11271,0.237,0.082,0.33
11272,0.175,0,0.56
11273,0.0405,0.42,0.23275
11274,0.002,0.117,0.504
11275,0.218,0.252,0.213
11276,0.378,0.231,0.032
11277,0.349,0.079,0.252
11278,0.487,0.029,0.144
11279,0.22,0.357,0.033
11280,0.428,0.158,0.033
11281,0.399,0.009,0.214
11282,0.215,0.249,0.17
11283,0.24225,0.299,0.00925
11284,0.194,0.469,0
11285,0.256,0.297,0
11286,0.233,0.04,0.355
11287,0.183,0.067,0.439
11288,0.432,0.158,0.074
11289,0.188,0.487,0.002
11290,0.469,0.139,0.015
11291,0.529,0.003,0.103
11292,0.53,0.09,0.003
11293,0,0.367,0
11294,0.241,0.097,0.309
11295,0.052,0.361,0.291
11296,0.035,0.001,0.69
11297,0.003,0.417,0
11298,0.34,0.197,0.129
11299,0.05325,0.1215,0.2415
11300,0.411,0.005,0.257
11301,0.421,0.01,0.247
11302,0.478,0.002,0.202
11303,0.309,0.309,0.082
11304,0.192,0.492,0.002
11305,0.481,0.039,0.137
11306,0.417,0.135,0.084
11307,0.534,0.039,0.033
11308,0.452,0.085,0.082
11309,0.466,0.093,0.108
11310,0.47,0.086,0.075
11311,0.325,0,0.363
11312,0.365,0.08,0.189
11313,0.513,0.031,0.099
11314,0.535,0.027,0.073
11315,0.33,0.286,0.003
11316,0.241,0.062,0.415
11317,0.354,0.227,0.072
11318,0.341,0.064,0.275
11319,0.461,0.046,0.125
11320,0.337,0.021,0.309
11321,0.391,0.167,0.144
11322,0.231,0.408,0.038
11323,0.449,0.051,0.076
11324,0.312,0.316,0.021
11325,0.443,0.052,0.16
11326,0.261,0.43,0.001
11327,0.295,0.203,0.174
11328,0.422,0.129,0.073
11329,0.559,0.035,0.035
11330,0.109,0.094,0.45
11331,0.11375,0.50875,0.09475
11332,0.306,0.344,0
11333,0.385,0.132,0.103
11334,0.353,0.073,0.242
11335,0.008,0.606,0.002
11336,0.465,0.02,0.156
11337,0.403,0.023,0.202
11338,0,0.595,0
11339,0.492,0.03,0.08
11340,0.272,0.089,0.303
11341,0.184,0.004,0.451
11342,0.401,0.103,0.129
11343,0.381,0.088,0.18
11344,0.284,0.144,0.281
11345,0.1185,0.14275,0.09025
11346,0.463,0.146,0.025
11347,0.082,0,0.559
11348,0.561,0.04,0.006
11349,0.121,0.557,0
11350,0.264,0,0.43
11351,0.379,0.168,0.091
